0,86890
1,8597
10,1552
100,2
101,18
102,8
103,5
104,16
105,16
106,6
107,5
108,1
109,7
11,1287
110,4
111,6
112,2
113,7
114,5
115,1
116,3
117,1
118,7
119,3
12,1190
120,5
121,4
122,3
123,7
124,2
125,3
126,4
127,2
128,1
129,5
13,1037
130,5
131,6
132,1
133,2
134,6
135,1
136,3
137,2
138,3
139,1
14,923
140,1
141,1
143,5
144,3
146,2
147,1
149,3
15,935
150,1
152,4
153,2
155,2
157,2
158,5
159,3
16,756
160,3
161,8
162,1
163,1
164,11
166,3
17,591
170,1
171,1
172,3
173,1
177,2
179,2
18,637
185,5
186,3
188,1
19,593
191,2
192,1
2,6698
20,448
203,2
21,460
214,1
215,1
22,408
23,397
239,1
24,372
242,1
25,337
26,306
27,307
28,265
29,288
3,5208
30,262
31,244
32,218
33,177
34,165
35,154
36,145
37,150
38,125
39,134
4,4106
40,124
41,119
42,108
43,107
44,105
45,97
46,89
47,96
48,61
49,69
5,3487
50,89
51,64
52,62
53,72
54,50
55,50
56,53
57,71
58,53
59,40
6,2969
60,46
61,40
62,34
63,43
64,53
65,37
66,51
67,55
68,38
69,44
7,2321
70,29
71,20
72,22
73,19
74,23
75,18
76,13
77,23
78,16
79,10
8,2056
80,16
81,11
82,7
83,8
84,10
85,10
86,7
87,9
88,6
89,11
9,1701
90,9
91,6
92,14
93,7
94,14
95,8
96,12
97,8
98,8
99,8
