0,5386
1,99
10,95
100,51
1000,24
100000,1
1000108,1
10002,1
100020,1
1000297,1
10003,5
100030,1
100041,1
100044,1
10006,1
100060,1
100062,1
10007,1
100079,1
10008,2
10009,4
1001,50
10010,2
100101,1
10011,3
10013,2
100130,1
100136,1
10014,2
10016,5
10017,2
100177,1
100185,1
10019,1
100196,2
1002,25
10020,1
100204,5
10021,4
100227,1
10023,1
10024,1
100247,1
10025,4
10027,1
100274,1
10028,1
10029,2
1003,32
10030,1
10031,1
10032,2
10033,5
10034,1
10036,5
10037,4
100379,1
10038,4
1004,33
10040,2
100403,1
10042,1
10043,1
10044,2
10045,1
10046,1
10047,1
1004753,1
100479,1
10048,2
10049,3
100490,1
1004959,1
1005,26
10050,1
10051,2
10052,2
10054,1
10055,1
10056,1
10057,1
100573,1
10058,1
10059,1
100592,1
1006,31
10060,2
10061,3
10063,1
10064,1
10065,2
10067,1
10068,1
1007,26
10070,5
100700,1
10071,2
100718,1
10072,3
10073,2
10074,3
100740,1
100744,1
100749,1
10075,6
100757,1
10076,4
100761,1
10077,4
10079,3
100792,1
1008,34
10080,1
10081,2
10082,1
100826,1
10083,2
100831,1
100840,1
10085,3
10086,3
100878,1
10089,1
1009,29
10090,4
10091,2
10092,3
10093,5
100930,1
10094,2
10095,1
10096,3
10097,1
10099,4
101,53
1010,30
10100,3
10101,3
10102,8
10103,2
10105,4
10106,2
101068,1
10107,2
10109,3
1011,33
10110,1
101102,1
101105,1
10111,1
10112,1
10113,1
10114,3
101149,1
10115,4
101151,1
10117,1
10118,1
10119,1
101197,1
1012,36
10120,2
10121,1
10122,3
10123,2
10125,2
10126,2
101263,1
10127,2
10128,2
10129,14
1013,20
10130,2
10131,4
101311,1
101326,1
10134,2
101340,1
101354,1
10136,1
101362,1
10137,2
1013726,1
10138,1
10139,1
101392,1
1014,25
10140,3
10141,3
10142,3
10143,1
101430,1
10144,1
10145,6
10146,1
10147,2
10148,3
10149,1
1015,32
10150,2
101507,1
10151,3
10153,2
101533,1
101541,1
10155,1
10156,1
10157,3
10158,2
10159,2
1016,33
10160,2
10162,2
10163,2
10164,2
10165,3
101677,1
10169,1
1017,25
10171,2
10172,5
101725,1
10173,1
10174,3
10175,2
101756,1
10176,2
10177,3
10178,1
101783,1
10179,5
1018,32
10180,1
10181,2
101817,1
10182,1
10183,1
10186,2
10187,4
10188,1
1019,32
10190,1
10191,1
101910,1
10193,3
10194,5
10195,1
10197,1
10198,3
10199,4
102,54
1020,31
10200,1
102008,1
10201,1
102025,1
102032,2
10205,1
10206,1
10207,3
10208,2
10209,2
1021,31
10210,3
10211,1
10213,1
10214,2
10215,1
10216,2
102163,1
10217,4
10218,1
1022,44
10220,2
10221,3
10222,2
10224,4
10228,2
10229,2
102296,1
1023,25
10231,3
10233,1
10234,4
10235,2
10236,5
1024,42
10241,2
10243,1
10244,1
10245,3
1024501,1
10246,6
102463,1
10247,2
10248,1
102485,1
10249,2
102496,1
1025,34
10251,1
10252,2
10256,3
10257,3
10258,2
10259,2
1026,32
10260,1
10261,1
10264,1
10264564,1
10265,3
10266,2
10267,1
102679,1
10268,2
10269,1
1027,30
10270,1
10271,2
10272,2
1027231,1
10273,3
10275,3
10277,4
10278,1
10279,1
1028,38
10280,1
10281,1
10282,4
102828,1
102830,1
10284,2
10285,1
10286,2
102873,1
10289,1
102899,1
1029,16
10290,1
102908,1
10292,4
102926,1
10293,8
10294,4
10295,1
10296,1
10297,2
10298,3
10299,2
103,53
1030,27
10301,5
10302,2
10303,4
10304,6
103043,1
10305,1
10308,1
10309,1
1031,33
10310,1
10311,2
10312,7
10313,2
10314,4
103147,1
10315,2
10316,1
10317,2
10318,1
10319,1
1032,19
10320,1
10321,3
10322,3
10324,1
103257,1
10327,2
10328,3
10329,5
1033,23
10330,1
10331,4
103329,2
10333,1
10334,2
10336,1
103363,1
10337,1
1033717,1
10338,4
1034,28
10340,1
103405,1
10341,2
103413,1
10342,2
10343,3
10344,1
10345,2
103452,2
103467,5
10347,2
1034914,1
103496,1
1035,27
10350,2
103500,2
103502,1
10351,4
10352,1
103523,1
10353,2
10354,2
10355,1
103550,1
103566,1
10357,2
10358,2
1036,27
10361,2
10363,2
103631,1
10364,7
10365,1
10366,2
103667,1
103672,1
103677,1
10369,2
1037,26
10370,2
10371,3
10372,2
10376,1
10378,3
1038,28
10380,1
10381,2
10382,1
10383,2
103837,1
10384,4
10385,1
10386,2
10387,1
10389,6
1039,35
10391,6
10392,6
10393,3
10394,1
10397,1
10398,2
104,46
1040,29
104017,1
10402,2
10403,2
104030,3
10404,1
10405,1
104068,1
10407,1
10408,2
1041,27
10410,1
10411,4
10413,2
1041431,1
10415,1
104150,1
10416,1
104172,1
10418,1
1042,29
10420,3
10421,2
10422,2
104229,2
10423,3
104243,1
10425,1
10426,3
104277,1
10428,1
10429,4
1043,29
10430,6
104309,3
10431,1
10434,2
10436,2
104360,1
10437,2
104374,1
1043742,1
1043889,1
104398,1
1044,34
10440,1
10441,1
10442,3
10443,3
10444,5
10445,1
10446,1
104460,1
104466,1
10447,1
10448,1
10449,1
104493,1
1045,24
10450,2
10452,2
10454,4
104559,1
10456,1
10459,1
1046,28
10460,2
10461,1
1046120,1
10462,1
10463,1
10464,2
10465,5
10466,5
10467,1
10468,3
10469,3
1047,33
10471,2
10472,2
10474,1
10475,1
10476,2
104760,2
10477,1
10478,1
104786,1
1048,25
104807,1
10481,3
104838,1
10484,3
10485,1
10486,1
10487,1
104878,1
10488,1
104882,1
10489,2
1049,33
10490,2
10491,2
104918,1
10493,4
10494,4
10495,1
104950,1
1049530,2
10496,5
10497,2
104978,1
10498,4
10499,2
105,49
1050,31
10500,3
10501,1
105015,2
10502,1
10503,2
105045,1
105051,2
10506,3
105071,1
10508,3
10509,3
1051,27
10510,2
10511,1
105126,1
10513,3
10514,1
10515,1
10516,1
105174,1
10518,3
10519,1
1052,18
10521,2
10522,1
10523,2
10524,3
10525,1
10526,1
10527,2
10528,4
10529,4
1053,37
10530,1
105305,1
10532,2
10533,1
105343,1
10535,1
10536,5
10537,1
10538,1
105381,1
105388,1
10539,1
1054,22
10541,1
10542,5
105427,3
10543,1
105430,1
105431,1
105438,1
10544,3
10545,1
105464,1
10547,1
10548,1
1055,30
10550,1
105519,1
10554,3
105542,1
10555,1
10557,1
10559,3
1056,23
10560,2
10561,2
10562,1
10563,1
10564,1
10565,2
105668,1
10568,3
10569,2
1057,31
10570,1
10572,1
10573,2
10574,1
10576,2
10577,2
10578,3
105789,1
1058,34
10580,3
10581,2
1058105,1
10582,3
105825,1
10583,2
10584,1
105842,2
10585,3
10586,1
105878,1
10588,3
105886,1
10589,2
105899,1
1059,37
10590,2
10591,2
10591511,1
10591653,1
10592,2
10593,3
10594,1
10596,3
10597,6
10598,4
10599,2
106,55
1060,33
10600,1
106007,1
10601,4
106019,1
106023,1
10603,2
106037,1
10605,3
1060571,1
10606,1
10609,1
1061,29
10610,2
10611,1
10612,1
10613,1
10614,3
10615,1
10617,1
106184,1
10619,2
1062,22
10621,1
106210,1
10623,2
10624,1
10625,1
10626,2
106263,1
10627,4
10628,3
10629,2
106295,1
1063,17
10630,1
106304,1
10631,2
10632,2
10633,1
10634,1
10635,7
10636,1
10637,2
106372,2
10638,4
10639,1
1064,34
10640,1
10641,1
10643,1
10644,1
10645,1
10646,1
10647,3
106471,1
10649,4
1065,25
10650,1
10652,1
10653,1
10654,1
10656,2
10657,1
10658,1
106588,1
10659,1
1066,30
10660,2
10663,1
10665,1
10668,2
106683,1
10669,5
1067,31
10671,1
10673,2
10674,3
10675,1
10676,1
106761,1
10677,1
106772,1
10678,3
1067834,1
10679,2
1068,18
10680,2
10681,2
10682,1
10683,3
106831,1
106839,1
10684,4
10685,1
10686,1
10687,2
10688,1
106881,1
10689,1
1069,19
10691,1
10692,1
10693,3
106933,1
10694,3
10695,2
10696,1
10697,3
10699,1
106991,1
107,55
1070,25
10701,3
10702,3
10703,2
10705,1
10706,2
10707,1
10709,1
1071,39
10710,1
10711,1
10712,3
107120,1
10713,2
10715,5
10716,1
10717,1
107180,1
10719,2
1072,29
10722,1
10724,1
107249,1
10725,2
107251,1
10727,2
1072764,1
10728,1
10729,1
1073,37
10730,1
10731,1
10732,1
10733,1
10735,2
