1,83735
10,2039
100,8
101,13
102,12
103,13
1030,1
1034,1
104,10
105,14
106,15
107,17
108,14
1080,1
109,14
1090,1
11,1696
110,21
1104,1
111,6
112,10
113,13
114,11
1144,1
1146,1
115,15
116,14
117,12
118,16
119,7
12,1431
120,13
121,15
122,22
123,13
1237,1
1239,1
124,12
1247,1
125,7
126,9
127,3
128,10
1281,1
129,13
13,1247
130,14
131,3
132,13
133,5
134,8
135,11
136,7
137,9
1378,1
138,13
139,10
14,1051
140,4
141,8
1411,1
142,10
143,4
144,10
145,4
1454,1
146,6
147,3
148,5
149,10
15,900
150,8
151,20
152,9
153,9
154,10
155,7
156,9
157,6
158,6
1583,1
159,11
16,786
160,10
161,11
162,7
163,14
164,5
165,6
166,13
167,11
168,5
169,7
17,742
170,12
171,6
172,2
1723,1
173,3
1738,1
174,6
175,3
176,7
177,5
178,3
179,8
18,660
180,6
181,1
182,2
183,12
184,5
185,3
186,5
187,4
188,5
1885,1
189,5
19,642
190,2
191,9
192,8
193,9
194,4
195,2
196,3
197,3
198,1
199,3
2,25742
20,547
200,8
201,4
202,1
203,2
204,2
205,2
2058,1
206,5
207,4
208,1
209,3
21,460
213,1
214,2
215,2
216,2
217,4
2178,1
219,5
22,452
220,1
221,6
223,6
2237,1
224,2
225,3
226,5
227,2
229,1
2299,1
23,403
230,1
2305,1
231,2
232,2
233,4
234,3
235,5
236,3
237,1
238,1
24,377
240,3
243,2
244,2
2441,1
245,3
247,1
248,3
249,2
25,361
2508,1
251,2
252,4
253,5
254,4
255,4
256,1
257,3
259,2
26,351
260,1
262,1
263,1
264,3
265,3
266,3
267,2
269,1
27,329
270,1
271,2
2718,1
272,4
273,2
274,3
275,2
276,1
277,1
278,1
279,1
28,314
280,1
281,2
282,3
283,1
285,1
287,1
289,2
29,289
290,2
291,1
292,3
294,2
295,2
296,1
297,4
298,1
3,14021
30,243
300,2
3008,1
303,1
304,3
305,1
307,2
31,243
310,2
311,2
313,2
314,3
316,1
317,2
318,1
319,1
32,220
320,1
321,3
322,1
323,2
324,1
325,1
329,1
33,199
330,2
331,2
332,1
333,2
334,2
335,1
338,1
34,180
340,2
341,1
343,1
344,1
347,1
348,2
35,198
353,1
354,1
356,1
357,1
358,2
359,2
36,160
362,1
363,2
37,136
370,1
371,2
372,2
373,1
38,157
380,1
382,1
3824,1
383,1
384,1
386,2
389,1
39,134
396,2
397,1
4,8997
40,148
401,1
402,1
41,116
411,1
414,1
417,1
418,1
42,115
420,1
421,2
423,1
426,1
428,1
429,2
43,127
433,1
438,1
44,119
442,1
445,1
448,1
449,2
45,104
450,1
456,1
459,1
46,92
462,1
465,1
466,2
468,1
47,119
470,1
473,1
474,1
475,1
476,1
48,88
49,114
493,1
494,3
496,1
498,1
499,1
5,6361
50,98
503,1
504,2
506,1
508,1
51,78
515,1
519,1
52,80
520,1
527,1
53,70
531,2
534,1
535,1
54,88
540,1
542,1
544,1
545,1
548,1
549,1
55,86
550,1
557,1
558,1
56,58
561,1
564,1
566,1
568,1
57,62
570,1
571,1
572,1
573,1
575,1
577,1
578,1
58,63
582,1
583,1
587,1
588,1
589,1
59,58
591,1
593,2
595,1
597,1
599,1
6,4842
60,56
601,1
603,1
606,1
6066,1
607,1
61,47
614,1
62,63
620,1
625,1
627,1
629,1
63,42
636,1
64,43
643,1
65,41
651,1
66,49
660,1
67,51
676,1
68,44
681,3
686,1
69,43
691,2
7,3570
70,29
702,1
703,1
708,1
71,48
716,1
718,1
719,2
72,33
722,1
723,1
724,1
725,2
726,1
729,1
73,42
733,1
735,1
74,35
740,1
742,1
744,1
745,1
75,32
758,1
76,27
760,1
761,1
763,1
767,1
77,39
776,1
78,35
780,1
785,1
788,1
789,1
79,28
791,2
8,2877
80,28
804,1
81,17
810,1
811,1
82,23
825,1
83,28
837,1
84,31
841,1
848,1
85,27
851,1
86,20
861,1
87,31
88,22
882,1
89,19
890,1
9,2377
90,24
903,1
91,24
910,1
911,1
92,16
921,1
93,15
931,1
94,19
948,1
95,17
96,25
965,1
97,26
98,17
99,26
993,1
